72 - Антисоветская деятельность;;;;;;;1;56
64;71;72;76;;;;4;55
65;;;;;;;1;55
65;72;;;;;;2;55
72а;74;;;;;;2;55
72;76;;;;;;2;53
68;;;;;;;1;51
72;76;;;;;;2;51
64;69;72;76;;;;4;50
68;;;;;;;1;50
68;120;;;;;;2;50
72;76;;;;;;2;50
68;;;;;;;1;49
а/с агитация;72;76;;;;;3;49
24; 63-1 ;;;;;;2;48
58-3 ;;;;;;;1;47
64;72;;;;;;2;47
64;72;76;;;;;3;47
64;76;;;;;;2;47
68;72;;;;;;2;47
68;72;87;;;;;3;47
72;75;;;;;;2;47
72;75;76;;;;;3;47
64;68;70;71; 76 - член ПОВ;;;5;46
64;72;76;;;;;3;46
73;;;;;;;1;46
17; 58-6; 59-10 - содей.в к/р деят-сти;;;;;3;45
72 - Контрреволюционная деятельность;;;;;;;1;45
72;76;;;;;;2;45
74;;;;;;;1;45
69;72;;;;;;2;44
социально-опасный элемент;74;;;;;;2;44
72а - Антисоветская агитация;;;;;;;1;43
а/с агитация; 58-10 ;;;;;;2;43
член кулацкой семьи;;;;;;;1;43
68 - Польский агент;;;;;;;1;42
70;76;;;;;;2;42
65 - Пособническая деятельность;;;;;;;1;41
68;71;;;;;;2;41
68;71;;;;;;2;40
64;71;72;76;;;;4;39
72;75;;;;;;2;39
72;76;;;;;;2;39
к/р деятельность;;;;;;;1;39
58-6 ;;;;;;;1;38
68;72;;;;;;2;38
72;;;;;;;1;38
72;76;;;;;;2;38
72б;76;;;;;;2;38
СОЭ;;;;;;;1;38
к/р деят-сть;;;;;;;1;38
22-120 ;;;;;;;1;37
64;72;76;;;;;3;37
68;69;;;;;;2;37
68;69;70;72;;;;4;37
72-76 - Антисоветская деятельность;;;;;;;1;37
24-80 ;;;;;;;1;36
63-1;76;;;;;;2;36
64;72;;;;;;2;36
июль.35;;;;;;;1;36
74;;;;;;;1;36
76 - ;;;;;;;1;36
член к/р орг-ции;;;;;;;1;36
член семьи репрессированного;;;;;;;1;36
68 - Агент польской разведки;;;;;;;1;35
68;71;;;;;;2;35
68;72;;;;;;2;35
69;72;76;;;;;3;35
72 б ;;;;;;;1;35
72;76;;;;;;2;35
72а;76;;;;;;2;35
к/р борьба;74;;;;;;2;35
17; 58-2;4;;;;;3;34
24-63-1 ;;;;;;;1;34
63-1; 76 - Измена Родине;;;;;;2;34
64;66;76;;;;;3;34
64;68;72;76;;;;4;34
64;72;76;;;;;3;34
64;76;;;;;;2;34
68;;;;;;;1;34
72;;;;;;;1;34
член семьи осужденного;;;;;;;1;34
72;76;;;;;;2;33
74;;;;;;;1;33
64;68;71;76;;;;4;32
68;;;;;;;1;32
72;76;;;;;;2;32
72а;74;;;;;;2;32
64;72;76;;;;;3;31
65;;;;;;;1;31
68;120;;;;;;2;31
авг.38;;;;;;;1;31
58-10 ;;;;;;;1;30
64;76;;;;;;2;30
65;;;;;;;1;30
68;71;;;;;;2;30
68;72;;;;;;2;30
июль.35;;;;;;;1;30
71;72;;;;;;2;30
72;75;76;;;;;3;30
74;;;;;;;1;30
63-1 ;;;;;;;1;29
63-2 - Предательская деятельность;;;;;;;1;29
69;72;76;;;;;3;29
72;;;;;;;1;29
Член ПОВ;;;;;;;1;29
социально опасный элемент;;;;;;;1;29
58-2;7;10;11;;;;4;28
63-1 ;;;;;;;1;28
63-1;76;;;;;;2;28
64;68;;;;;;2;28
64;72;76;;;;;3;28
68;72;;;;;;2;28
72 - Контрреволюционная агитация;;;;;;;1;28
социально-опасный элемент;;;;;;;1;28
член к/р орг-ции; а/с деят-сть;;;;;;2;28
17; 58-6; 59-10 ;;;;;3;27
58/4; 19-58/9 ;;;;;;2;27
64;72;;;;;;2;27
72-а ;;;;;;;1;27
88;;;;;;;1;27
17-58-6;10;;;;;;2;26
24-68 ;;;;;;;1;26
58-2;-11;;;;;;2;26
63-1;76;;;;;;2;26
68;;;;;;;1;26
72;;;;;;;1;26
72;76;;;;;;2;26
72;76;;;;;;2;26
76;;;;;;;1;26
58-10-2 ;;;;;;;1;25
68а ;;;;;;;1;25
72;118;;;;;;2;25
72;75;76;;;;;3;25
72;76;;;;;;2;25
72-76 - ;;;;;;;1;25
74;72;;;;;;2;25
76;;;;;;;1;25
агент польских разведорганов;;;;;;;1;25
58-10 - Антисоветская агитация;;;;;;;1;24
58-3 ;;;;;;;1;24
64;66;76;;;;;3;24
64;72;76;;;;;3;24
64;76;;;;;;2;24
68;72;76;;;;;3;24
69;;;;;;;1;24
июль.35;;;;;;;1;24
72; 76 - ;;;;;;2;24
72;76; 205 - Контрреволюционная деятельность;;;;;3;24
76 - Антисоветская деятельность;;;;;;;1;24
24-72 ;;;;;;;1;23
58-11 ;;;;;;;1;23
63-1 ;;;;;;;1;23
64;68;;;;;;2;23
68;72;;;;;;2;23
69;72;76;;;;;3;23
71;72;;;;;;2;23
72;;;;;;;1;23
72;118;;;;;;2;23
72;74;76;;;;;3;23
72; 76 - Антисоветская агитация; участие в к/р деятельности;;;;;3;23
подозрение в шпионаже;;;;;;;1;23
64; 72 - ;;;;;;2;22
68;;;;;;;1;22
68;;;;;;;1;22
68а ;;;;;;;1;22
69;72;;;;;;2;22
70;76;;;;;;2;22
72;74;;;;;;2;22
72;76;;;;;;2;22
120;68;;;;;;2;21
58-11 - ;;;;;;;1;21
58-2;7;10;11;;;;4;21
58-6;11;;;;;;2;21
63-1 ;;;;;;;1;21
64;69;76;;;;;3;21
66;68;;;;;;2;21
68;;;;;;;1;21
68;;;;;;;1;21
68; 71 - Шпионаж;;;;;;2;21
68;72;;;;;;2;21
70;;;;;;;1;21
72;74;;;;;;2;21
72;76;;;;;;2;21
72;76;;;;;;2;21
72а ;;;;;;;1;21
72б;64;;;;;;2;21
58-7;11;;;;;;2;20
63-2 ;;;;;;;1;20
64;76;;;;;;2;20
64;76;;;;;;2;20
66;;;;;;;1;20
68;76;;;;;;2;20
69;;;;;;;1;20
72;76;;;;;;2;20
72-76 - ;;;;;;;1;20
72б;76;;;;;;2;20
74;;;;;;;1;20
75;76;;;;;;2;20
а/с деят-сть;;;;;;;1;20
17; 58-6 ;;;;;;2;19
22-70;72;;;;;;2;19
24; 63-1 ;;;;;;2;19
24-68;87;;;;;;2;19
58-1-а ;;;;;;;1;19
58-10;13;;;;;;2;19
58-10/2 ;;;;;;;1;19
63-1 ;;;;;;;1;19
63-1;76;;;;;;2;19
65;;;;;;;1;19
66;;;;;;;1;19
66;68;71;;;;;3;19
68;71;76;;;;;3;19
68;72;76;;;;;3;19
69;72; 76 - Антисоветская агитация; вредительство;;;;4;19
72;74;;;;;;2;19
72; 76 - ;;;;;;2;19
72676;;;;;;;1;19
72а;76;;;;;;2;19
72б;76;;;;;;2;19
76;64;;;;;;2;19
член семьи кулака;;;;;;;1;19
120;68;;;;;;2;18
17-58-6; 59-3 ;;;;;;2;18
24-68 ;;;;;;;1;18
58/10 ;;;;;;;1;18
63 - Измена Родине;;;;;;;1;18
63-1 ;;;;;;;1;18
63-1;" 76 - Член ""Союза борьбы против большевизма""";;;;;;2;18
64;;;;;;;1;18
64;68;;;;;;2;18
64;68;76;;;;;3;18
64;69;76;;;;;3;18
64;76;;;;;;2;18
64;76;;;;;;2;18
66;68;;;;;;2;18
68 а ;;;;;;;1;18
68;120;;;;;;2;18
68; 72 - Шпионаж;;;;;;2;18
68;72;;;;;;2;18
68; 76 - ;;;;;;2;18
72;74;;;;;;2;18
72;76;;;;;;2;18
72;76;75;63;;;;4;18
74;76;;;;;;2;18
75;76;;;;;;2;18
76 - Контрреволюционная пропаганда;;;;;;;1;18
к/р агитация;;;;;;;1;18
недонесение;;;;;;;1;18
17-58-6;10;;;;;;2;17
58-2;7;10;11;;;;4;17
63-1 ;;;;;;;1;17
63-1;76;;;;;;2;17
64;68;70;71; 72 - член ПОВ;;;5;17
64;71;72;76;;;;4;17
64;71;76;;;;;3;17
64;72;76;;;;;3;17
64;72;76;;;;;3;17
66;76;;;;;;2;17
68;;;;;;;1;17
68;;;;;;;1;17
"72""а"" - Антисоветская агитация и пропаганда";;;;;;;1;17
72;118;;;;;;2;17
72;118;;;;;;2;17
72; 22-120 ;;;;;;2;17
72;74;76;;;;;3;17
72;75;76;;;;;3;17
72; 76 - Контрреволюционная агитация;;;;;;2;17
75;;;;;;;1;17
76;;;;;;;1;17
58-10 ч.2 - Антисоветская агитация;;;;;;;1;16
58-3 ;;;;;;;1;16
58-4; 17-58-2 ;;;;;;2;16
63-1 ;;;;;;;1;16
63-1;76;;;;;;2;16
63-1;76;;;;;;2;16
64;65;;;;;;2;16
64;68;69;72; 76 - член к/р орг-ции;;;5;16
64;68;70;72; 76 - член ПОВ;;;5;16
64;68;71;72; 76 - член ПОВ; шпионаж;;6;16
64;69;71;72; 76 - член ПОВ;;;5;16
64;69;72;76;;;;4;16
64; 72а;76;;;;;3;16
65;68;;;;;;2;16
65;68;76;;;;;3;16
65; 72б ;;;;;;2;16
65; 76 - Организация а/с деятельности;;;;;;2;16
66;72;;;;;;2;16
68;;;;;;;1;16
68;71;;;;;;2;16
68;72;76;;;;;3;16
68;76;;;;;;2;16
69;72;76;;;;;3;16
70-76 - ;;;;;;;1;16
71 - Вредительство;;;;;;;1;16
71;;;;;;;1;16
71;76;;;;;;2;16
72;155;;;;;;2;16
72;74;;;;;;2;16
72; 76 - ;;;;;;2;16
72а;76;;;;;;2;16
72а;76;;;;;;2;16
73;;;;;;;1;16
74;;;;;;;1;16
76;;;;;;;1;16
агент польской разведки;68;;;;;;2;16
17; 58/6; 59/3 - член сесьи осужденного;;;;;3;15
58-1 - Измена Родине;;;;;;;1;15
58-10ч1 ;;;;;;;1;15
58-2;11;;;;;;2;15
63-1 ;;;;;;;1;15
64;68;69;72; 76 - член шпион.орг-ции;;;5;15
64;68;71;76;;;;4;15
64;68;76;;;;;3;15
64;72; 76 - Состоял в к/р организации по свержению сов.власти;;;;;3;15
64;76;;;;;;2;15
64;76;;;;;;2;15
65;76;;;;;;2;15
66;68;72;76;;;;4;15
66;68;76;;;;;3;15
68;;;;;;;1;15
68;;;;;;;1;15
68;72;76;;;;;3;15
68;76;;;;;;2;15
68а ;;;;;;;1;15
70;72;;;;;;2;15
72;75;;;;;;2;15
72; 76 - Антисоветская агитация и пропаганда; участие в к/р организации;;;;;3;15
72;76;;;;;;2;15
72;76;;;;;;2;15
72;76;;;;;;2;15
72;76;;;;;;2;15
72;76;80;;;;;3;15
72;80;;;;;;2;15
72а;76;;;;;;2;15
74; 72а ;;;;;;2;15
76 - Организованная а/с деятельность;;;;;;;1;15
76;;;;;;;1;15
8;38;;;;;;2;15
авг.38;;;;;;;1;15
120;;;;;;;1;14
17; 58-10 ;;;;;;2;14
58-10 ;;;;;;;1;14
58-10-2 ;;;;;;;1;14
58-2 - Контрреволюционная деятельность;;;;;;;1;14
58-7 ;;;;;;;1;14
58/4; /10 ;;;;;;2;14
63-1 ;;;;;;;1;14
63-1; 76 - Измена Родине; участие в а/с организации;;;;;3;14
63-1;76;;;;;;2;14
64;68;70;71; 72 - член к/р орг-ции;;;5;14
64;68;76;;;;;3;14
64;71;72;76;;;;4;14
64;72;;;;;;2;14
64;72;;;;;;2;14
64;72;76;;;;;3;14
65;;;;;;;1;14
65;76;;;;;;2;14
66;;;;;;;1;14
68;;;;;;;1;14
68;;;;;;;1;14
68;;;;;;;1;14
68;71;72;76;;;;4;14
68; 72 - Агент Польши;;;;;;2;14
68;72;;;;;;2;14
68;76;;;;;;2;14
68а ;;;;;;;1;14
70;72;75; 76 - Антисоветская деятельность;;;;4;14
72;69;;;;;;2;14
72;76;;;;;;2;14
72;76;;;;;;2;14
72;76;;;;;;2;14
72;76;;;;;;2;14
74;;;;;;;1;14
75;;;;;;;1;14
76 - Контрреволюционная деятельность;;;;;;;1;14
76;;;;;;;1;14
СОЭ;74;;;;;;2;14
а/с агитация;72;75;;;;;3;14
шпионаж;68;;;;;;2;14
103а ;;;;;;;1;13
24; 63-1 ;;;;;;2;13
58-1 ;;;;;;;1;13
58-6-10 ;;;;;;;1;13
58/11 - Антисоветская организация;;;;;;;1;13
58/6 ;;;;;;;1;13
63-1 ;;;;;;;1;13
63-1 ;;;;;;;1;13
63-1 ;;;;;;;1;13
63-1 ;;;;;;;1;13
64;;;;;;;1;13
64;68;71;;;;;3;13
64;69;72;76;;;;4;13
64;74;76;;;;;3;13
66;68;72;;;;;3;13
68;71;;;;;;2;13
68;76;;;;;;2;13
69;76;;;;;;2;13
71; 72 - ;;;;;;2;13
72;;;;;;;1;13
72;;;;;;;1;13
72;;;;;;;1;13
72;;;;;;;1;13
"72""а"""; 76 - Антисоветская агитация; участие в к/р организации;;;;;3;13
72; 76 - А/с работа по развалу колхоза; срыв хозполит.мероприятий на селе;;;;;3;13
72; 76 - Организованная антисоветская деятельность;;;;;;2;13
72;76;;;;;;2;13
72;76;;;;;;2;13
72;80;;;;;;2;13
72;80;;;;;;2;13
72;87;;;;;;2;13
72-б ;;;;;;;1;13
72б;76;;;;;;2;13
72б;76;;;;;;2;13
73;;;;;;;1;13
73;;;;;;;1;13
74;;;;;;;1;13
74;;;;;;;1;13
74;;;;;;;1;13
74;;;;;;;1;13
74;;;;;;;1;13
74;72;;;;;;2;13
74;76;;;;;;2;13
76 - Антисоветская агитация и пропаганда;;;;;;;1;13
76;72;;;;;;2;13
авг.38;;;;;;;1;13
информатор польской полиции;74;;;;;;2;13
120; 22-68 ;;;;;;2;12
17-58/6; /10 ;;;;;;2;12
17-58/6; /10 ;;;;;;2;12
24; 63-1 ;;;;;;2;12
58-10;11;;;;;;2;12
58-1а ;;;;;;;1;12
58/10 ;;;;;;;1;12
63-1 ;;;;;;;1;12
63-1;76;;;;;;2;12
64; ;76;;;;;3;12
64;68;;;;;;2;12
64;68;72;76;;;;4;12
64;68;72;76;;;;4;12
64;72;;;;;;2;12
65;;;;;;;1;12
65;68;76;;;;;3;12
66;76;;;;;;2;12
68;;;;;;;1;12
68;;;;;;;1;12
68;;;;;;;1;12
68;72;;;;;;2;12
68;72;76;;;;;3;12
68;72;76;;;;;3;12
69;72;;;;;;2;12
69;76;;;;;;2;12
70;72;74;;;;;3;12
70; 76 - Террористическая и организационная а/с деятельность;;;;;;2;12
71;;;;;;;1;12
"72""б"" - Антисоветская агитация";;;;;;;1;12
72;120;;;;;;2;12
72;69;;;;;;2;12
72; 76 - Антисоветская агитация направленная на развал колхоза;;;;;;2;12
72; 76 - Антисоветская агитация; участие в кулацкой группировке;;;;;3;12
72;76;;;;;;2;12
72;76;;;;;;2;12
74; 72а ;;;;;;2;12
76;;;;;;;1;12
Антисоветская агитация;72;76;;;;;3;12
а/с агитация; 58-10;;;;;;2;12
член а/с группы;72;76;;;;;3;12
120; 22-68а ;;;;;;2;11
17; 58-10 ;;;;;;2;11
17; 58/6; 59/3 ;;;;;3;11
17-58/4; /10 ;;;;;;2;11
22-68 ;;;;;;;1;11
22-68;120;;;;;;2;11
24-120;69;72; 76 - член семьи осужд.;;;;4;11
24-63/1;-70; 76 - к/р деятельность;;;;;3;11
39;120;;;;;;2;11
"58-1""б"" - Измена Родине военнослужащим";;;;;;;1;11
58-1б ;;;;;;;1;11
58/2; /4; 19-58/9 - к/р деятельность;;;;;3;11
58/4; 19-58/9 - к/р деятельность;;;;;;2;11
63-1 ;;;;;;;1;11
63-1 ;;;;;;;1;11
63-1 ;;;;;;;1;11
63-1;76;;;;;;2;11
63-1;76;;;;;;2;11
63-1;76;;;;;;2;11
64;68;69;72; 76 - агент немецкой разведки;;;5;11
64;68;69;72; 76 - член ПОВ;;;5;11
64;68;72;76;;;;4;11
64;70;71;72; 76 - член ПОВ;;;5;11
64; 72 - Антисоветская агитация;;;;;;2;11
64;72; 76 - ;;;;;3;11
64;76;;;;;;2;11
65;64;;;;;;2;11
65;72;;;;;;2;11
66;;;;;;;1;11
66;68;;;;;;2;11
66;68;;;;;;2;11
68;;;;;;;1;11
68;;;;;;;1;11
68;;;;;;;1;11
68;120;;;;;;2;11
68;69;;;;;;2;11
68;71;;;;;;2;11
68;71;72;;;;;3;11
68;72;;;;;;2;11
68;72;;;;;;2;11
68;72;76;;;;;3;11
68;76;;;;;;2;11
68;87;;;;;;2;11
68-а ;;;;;;;1;11
69 - Вредительская деятельность;;;;;;;1;11
69;72;76;;;;;3;11
70;;;;;;;1;11
70;72; 76 - ;;;;;3;11
70;72;76;;;;;3;11
71;;;;;;;1;11
72;;;;;;;1;11
72;;;;;;;1;11
72;;;;;;;1;11
72;;;;;;;1;11
72;74;;;;;;2;11
72;75; 76 - Организованная антисоветская агитация;;;;;3;11
72;76;;;;;;2;11
72;76;64;;;;;3;11
72а ;;;;;;;1;11
72а; 79б;54;;;;;3;11
73;;;;;;;1;11
74;;;;;;;1;11
авг.38;;;;;;;1;11
авг.38;;;;;;;1;11
зак.от 7.8.32 - а/с деятельность;;;;;;;1;11
польский шпион;;;;;;;1;11
член партии лев.эсеров;;;;;;;1;11
120; 22-68 ;;;;;;2;10
120; 22-68а ;;;;;;2;10
17; 58-6; 59-10 ;;;;;3;10
22; 68а ;;;;;;2;10
24; 63-1 ;;;;;;2;10
24; 63-1 ;;;;;;2;10
24;68;;;;;;2;10
24-68 ;;;;;;;1;10
35;;;;;;;1;10
39;;;;;;;1;10
58-1-а ;;;;;;;1;10
58-10 - К/р пропаганда и агитация;;;;;;;1;10
58-10 ;;;;;;;1;10
58/8; /11 ;;;;;;2;10
63-1 ;;;;;;;1;10
63-1 ;;;;;;;1;10
63-1 ;;;;;;;1;10
63-1;76;;;;;;2;10
64;68;;;;;;2;10
64;68; 76 - Шпионаж;;;;;3;10
64;72;;;;;;2;10
65 - Пособническая деятельность немецко-фашистским оккупантам;;;;;;;1;10
65;;;;;;;1;10
65;68;;;;;;2;10
65;68;76;;;;;3;10
65;76;80;;;;;3;10
66;68;76;;;;;3;10
66;76;;;;;;2;10
68;;;;;;;1;10
68;;;;;;;1;10
68;69;;;;;;2;10
68;69;;;;;;2;10
68;70;76;;;;;3;10
68;71;;;;;;2;10
68;71;;;;;;2;10
68;71;76;;;;;3;10
68;71;76;;;;;3;10
68; 72 - Антисоветская агитация; шпионаж;;;;;3;10
68;76;;;;;;2;10
68;76;;;;;;2;10
68;76;;;;;;2;10
68а ;;;;;;;1;10
69;72;76;;;;;3;10
69;76;;;;;;2;10
70;72;;;;;;2;10
70;72;76;;;;;3;10
70; 72а; б;76;;;;4;10
70; 76 - ;;;;;;2;10
71;76;;;;;;2;10
72; 74 - Антисоветская агитация;;;;;;2;10
72;74;;;;;;2;10
72;74;;;;;;2;10
72;74;;;;;;2;10
72;75;76;;;;;3;10
72; 76 - Проводил агитацию на срыв коллективизации и заготовок;;;;;;2;10
72;76;;;;;;2;10
72;76;;;;;;2;10
72;76;;;;;;2;10
72;76;;;;;;2;10
72;76; 64 - Принадлежность к к/р эсеровской организации;;;;;3;10
72;76;75;;;;;3;10
72-76 - Антисоветская агитация;;;;;;;1;10
72а ;;;;;;;1;10
72а;74;;;;;;2;10
72а;76;;;;;;2;10
72б;76;;;;;;2;10
74;;;;;;;1;10
74;;;;;;;1;10
76;;;;;;;1;10
76;64;;;;;;2;10
76;64;69;71;;;;4;10
80;;;;;;;1;10
А/с деятельность;72;76;;;;;3;10
Деятельность в составе ПОВ;64;68;70;71;;;5;10
;;;;;;;0;10
подозревался в шпионаже;;;;;;;1;10
член к/р группы;;;;;;;1;10
член к/р группы; а/с агитация;;;;;;2;10
17-59-3 ;;;;;;;1;9
20;70;76;;;;;3;9
22-68а ;;;;;;;1;9
24-68 ;;;;;;;1;9
24-68;72;;;;;;2;9
58 - Измена Родине;;;;;;;1;9
58-10 - Измена Родине;;;;;;;1;9
58-10 ;;;;;;;1;9
58-10 ;;;;;;;1;9
58-10ч.2 ;;;;;;;1;9
58-10ч2 ;;;;;;;1;9
58-4;6;11;;;;;3;9
58-6; 59-10 ;;;;;;2;9
58/12 ;;;;;;;1;9
58/6 ;;;;;;;1;9
63-1 ;;;;;;;1;9
63-1 ;;;;;;;1;9
63-1 ;;;;;;;1;9
63-1 ;;;;;;;1;9
63-1 ;;;;;;;1;9
63-1; 72б ;;;;;;2;9
63-1;76;;;;;;2;9
63-1;76;;;;;;2;9
64;68;;;;;;2;9
64;68;70;71;;;;4;9
64;68;71;72; 76 - к/р деятельность;;;5;9
64;70;;;;;;2;9
64;72;;;;;;2;9
64;72;76;;;;;3;9
64;72;76;;;;;3;9
64;74;;;;;;2;9
64;76;;;;;;2;9
64;76;;;;;;2;9
65;;;;;;;1;9
65;;;;;;;1;9
65;68;76;;;;;3;9
65;72;;;;;;2;9
66;;;;;;;1;9
66;98;;;;;;2;9
66-1 ;;;;;;;1;9
68;;;;;;;1;9
68;;;;;;;1;9
68;;;;;;;1;9
68;;;;;;;1;9
68;71; 76 - Член к/р шпионско-диверсионной повстанческой организации;;;;;3;9
68;71;76;;;;;3;9
68;71;76;;;;;3;9
68; 72 - Шпионаж; антисоветская агитация;;;;;3;9
68; 76 - Шпионско-диверсионная деятельность;;;;;;2;9
68;76;;;;;;2;9
69;72;;;;;;2;9
69;76;;;;;;2;9
70 - Покушение на жизнь коров;;;;;;;1;9
70;;;;;;;1;9
70;76;;;;;;2;9
71;;;;;;;1;9
71;;;;;;;1;9
71;72;;;;;;2;9
71;72;76;;;;;3;9
71; 76 - К/р деятельность;;;;;;2;9
71;76;;;;;;2;9
72;;;;;;;1;9
72;104;;;;;;2;9
72;118;;;;;;2;9
72;145;;;;;;2;9
72;73;76;;;;;3;9
72;74;;;;;;2;9
72;75;;;;;;2;9
72;75; 76 - ;;;;;3;9
72; 76 - А/с агитация; срыв заготовок; распростр.слухи о скорой войне; падении сов.власти;;;5;9
72; 76 - За участие в к/р кулацкой организации;;;;;;2;9
72; 76 - ;;;;;;2;9
72; 76 - Член к/р кулацкой группировки;;;;;;2;9
72;76;;;;;;2;9
72;76;;;;;;2;9
72;76;;;;;;2;9
72;76;;;;;;2;9
72;76;;;;;;2;9
72-а ;;;;;;;1;9
72-а;76;;;;;;2;9
72а;76;;;;;;2;9
74;;;;;;;1;9
74;76;;;;;;2;9
76 - Организованная антисоветская деятельность;;;;;;;1;9
76 - ;;;;;;;1;9
76;68;;;;;;2;9
авг.38;;;;;;;1;9
авг.38;;;;;;;1;9
80;;;;;;;1;9
К/р деятельность;65;76;;;;;3;9
а/с деят-сть;72;76;;;;;3;9
измена Родине;;;;;;;1;9
пособ.в шпионаже; а/с агитация; недонес.;17; 58-6;10;12;7;9
служил в польской полиции;;;;;;;1;9
член семьи осужд.;;;;;;;1;9
член семьи политически неблагонадежного;;;;;;;1;9
103;104;;;;;;2;8
103а - Антисоветская агитация;;;;;;;1;8
120;22; 68а ;;;;;3;8
120; 22-68а ;;;;;;2;8
17-58-6;12;;;;;;2;8
22; 68а ;;;;;;2;8
22-68а;120;;;;;;2;8
24-68 ;;;;;;;1;8
24-72;76;;;;;;2;8
39;;;;;;;1;8
"58-1""а"" - Измена Родине";;;;;;;1;8
58-10 - Антисоветская пропаганда;;;;;;;1;8
58-10 ;;;;;;;1;8
58-13 ;;;;;;;1;8
58-1а ;;;;;;;1;8
58-3 ;;;;;;;1;8
58-3; 10ч2 ;;;;;;2;8
58-4 ;;;;;;;1;8
58-6 ;;;;;;;1;8
58-7 - Антисоветская деятельность;;;;;;;1;8
58/2-4 ;;;;;;;1;8
61;;;;;;;1;8
63-1 ;;;;;;;1;8
63-1 ;;;;;;;1;8
63-1 ;;;;;;;1;8
